order_item_id,order_id,product_id,quantity
1524,603,2,3
1525,603,5,3
1526,603,7,2
1527,604,2,3
1528,604,5,2
1529,604,8,2
1530,605,3,1
1531,605,3,2
1532,605,4,3
1533,605,5,2
1534,606,5,1
1535,606,9,2
1536,606,10,1
1537,607,7,3
1538,607,5,2
1539,608,10,2
1540,608,6,1
1541,608,3,1
1542,609,9,3
1543,610,4,2
1544,610,10,1
1545,610,2,1
1546,611,1,3
1547,611,9,3
1548,611,5,3
1549,611,4,3
1550,612,10,1
1551,613,5,1
1552,613,6,3
1553,613,3,3
1554,613,7,2
1555,614,7,2
1556,615,6,2
1557,615,9,3
1558,615,4,3
1559,615,8,3
1560,616,5,1
1561,616,4,3
1562,616,10,3
1563,617,4,2
1564,618,10,3
1565,618,10,1
1566,619,8,3
1567,620,3,3
1568,621,4,3
1569,621,10,1
1570,621,5,2
1571,622,8,2
1572,622,8,3
1573,622,8,1
1574,622,10,3
1575,623,5,2
1576,623,1,2
1577,623,7,1
1578,624,9,1
1579,624,4,3
1580,625,8,3
1581,625,6,3
1582,625,3,1
1583,625,4,3
1584,626,8,1
1585,626,7,3
1586,626,7,1
1587,627,3,3
1588,627,6,2
1589,627,5,3
1590,627,9,3
1591,628,1,2
1592,628,6,2
1593,629,3,3
1594,629,6,2
1595,629,5,2
1596,629,4,2
1597,630,2,1
1598,630,4,1
1599,630,2,1
1600,631,7,3
1601,631,2,3
1602,631,7,2
1603,632,7,1
1604,632,3,3
1605,632,5,2
1606,633,1,3
1607,634,10,2
1608,635,3,3
1609,635,10,2
1610,635,9,1
1611,636,4,2
1612,636,7,2
1613,636,6,3
1614,636,7,3
1615,637,10,3
1616,637,8,1
1617,637,10,1
1618,637,2,1
1619,638,6,1
1620,639,6,1
1621,639,8,2
1622,639,7,3
1623,640,8,3
1624,640,8,2
1625,640,10,2
1626,641,1,2
1627,641,9,3
1628,642,1,1
1629,642,7,1
1630,642,3,1
1631,643,5,1
1632,643,2,1
1633,643,2,2
1634,644,9,3
1635,645,9,3
1636,646,8,1
1637,646,1,1
1638,647,3,3
1639,647,1,2
1640,647,4,2
1641,647,3,1
1642,648,9,2
1643,649,6,2
1644,650,3,2
1645,651,6,2
1646,651,2,3
1647,652,3,3
1648,652,5,3
1649,653,6,1
1650,653,8,3
1651,653,2,1
1652,653,3,1
1653,654,7,1
1654,655,10,1
1655,655,3,3
1656,655,8,1
1657,655,3,2
1658,656,10,1
1659,657,9,2
1660,657,2,3
1661,657,2,3
1662,657,2,3
